"Protein IDs","Gene names","LFQ intensity KO_MITOS_22","LFQ intensity KO_MITOS_23","LFQ intensity KO_MITOS_24","LFQ intensity KO_TOTALS_22","LFQ intensity KO_TOTALS_23","LFQ intensity KO_TOTALS_24","LFQ intensity WT_MITOS_22","LFQ intensity WT_MITOS_23","LFQ intensity WT_MITOS_24","LFQ intensity WT_TOTALS_22","LFQ intensity WT_TOTALS_23","LFQ intensity WT_TOTALS_24"
"Q5VZK9-2;Q5VZK9;Q5VZK9-3;Q5VZK9-4","LRRC16A",24539000,44924000,17036000,0,0,0,26580000,65844000,33771000,57472000,0,0
"Q5VZL5-3;Q5VZL5-2;Q5VZL5-4;Q5VZL5","ZMYM4",0,9777500,0,22465000,21002000,30192000,0,0,0,10949000,23481000,12981000
"Q7L523;Q5VZM2-2;Q5VZM2","RRAGA;RRAGB",11849000,0,0,12604000,14264000,23762000,0,0,0,9644600,12454000,0
"Q5W0V3-2;Q5W0V3","FAM160B1",0,0,0,0,0,0,0,0,0,0,0,0
"Q5W0Z9;Q5W0Z9-3;Q5W0Z9-4","ZDHHC20",8168400,0,8240200,13609000,0,0,0,15439000,21357000,0,12842000,0
"Q5W111;Q5W111-2","SPRYD7",11379000,12010000,14385000,14337000,26512000,12876000,0,10892000,13118000,12242000,18384000,14629000
"Q5XKP0","QIL1",617470000,427640000,500850000,196780000,300420000,44549000,751040000,468200000,477110000,194250000,252650000,204400000
"Q5ZPR3;Q5ZPR3-3;Q5ZPR3-4;Q5ZPR3-2","CD276",47562000,44101000,41440000,44255000,41470000,21835000,41440000,74491000,72052000,54072000,40220000,34183000
"Q63HN8-4;Q63HN8;Q63HN8-5","RNF213",0,3348600,0,0,3652500,17494000,0,0,0,0,0,0
"Q641Q2-2;Q641Q2;Q9Y4E1-6;Q9Y4E1-2;Q9Y4E1-1;Q9Y4E1-4;Q9Y4E1;Q9Y4E1-5;Q9Y4E1-3","FAM21A;FAM21C",5564100,3217700,3694300,10560000,6155300,28456000,4238700,4284200,6267000,19311000,6150900,6646800
"Q643R3","LPCAT4",0,0,0,0,0,0,0,0,0,0,0,0
"Q658P3-3;Q658P3;Q658P3-2;Q658P3-4","STEAP3",9474400,12260000,8768200,10730000,13163000,8123000,11185000,21276000,28181000,11190000,27375000,14386000
"Q658Y4","FAM91A1",0,0,0,0,0,17990000,0,0,0,0,0,0
"Q659A1","ICE2",0,0,0,0,0,0,0,0,0,0,0,0
"Q66K14-2;Q66K14","TBC1D9B",0,0,0,6872500,5942800,25679000,0,0,0,6932100,5743500,6812200
"Q66K74;Q66K74-2","MAP1S",2728800,18130000,17047000,16337000,15961000,60342000,0,9669700,10582000,17227000,13001000,9272700
"Q66PJ3-10;Q66PJ3-9;Q66PJ3-7;Q66PJ3;Q66PJ3-4;Q66PJ3-3;Q66PJ3-2;Q66PJ3-1;Q66PJ3-5","ARL6IP4",0,0,0,9891500,0,14962000,0,0,0,14677000,0,0
"Q68CP9-3;Q68CP9","ARID2",0,0,0,0,0,0,0,0,0,14620000,0,9783800
"Q68CQ4","DIEXF",0,0,0,8877800,10721000,13075000,0,0,0,10478000,21033000,11908000
"Q68CQ7;Q68CQ7-2","GLT8D1",0,8263800,9082600,7153600,0,0,0,7946200,6814100,0,5966000,0
"Q68CZ6-2;Q68CZ6","HAUS3",0,0,0,0,0,0,0,0,0,5041800,5186100,0
"Q68D85","NCR3LG1",0,0,7705900,0,0,0,0,0,0,0,0,0
"Q68D91;Q68D91-2","MBLAC2",75593000,56292000,66657000,69700000,64222000,28367000,86336000,90279000,86360000,69682000,66940000,65721000
"Q68DH5","LMBRD2",0,0,0,0,0,0,0,0,0,0,0,0
"Q68E01-2;Q68E01;Q68E01-3;Q68E01-4","INTS3",0,23329000,6478200,15324000,17704000,32881000,0,5641300,3404300,16953000,11647000,10029000
"Q68EM7-2;Q68EM7-6;Q68EM7-5;Q68EM7;Q68EM7-4;Q68EM7-3","ARHGAP17",13658000,21763000,9671900,7221300,8702100,37242000,12242000,32126000,21118000,8418000,5798800,8543000
"Q69YL0","NCBP2-AS2",85201000,87665000,17705000,0,16001000,38149000,63014000,15034000,42950000,0,0,0
"Q69YN2;Q69YN2-3;Q69YN2-2","CWF19L1",0,0,0,0,4566600,14453000,3027600,4952400,4457000,13703000,6258000,6270500
"Q69YN4;Q69YN4-3;Q69YN4-2;Q69YN4-4","KIAA1429",0,13930000,3975000,21087000,16490000,64554000,0,3667000,0,10416000,48671000,14198000
"Q69YQ0-2;Q69YQ0","SPECC1L",27428000,29973000,21394000,18707000,17454000,25690000,0,15612000,0,0,0,0
"Q69YU5","C12orf73",31753000,18903000,28456000,34086000,16942000,0,94191000,35319000,32342000,61699000,15288000,264950000
"Q6AI08","HEATR6",0,0,0,0,7954900,13994000,0,0,0,0,8855900,0
"Q6DD87","ZNF787",0,0,0,10058000,7625700,6258700,0,0,0,0,9448300,7871200
"Q6DD88","ATL3",62710000,89752000,84679000,61643000,107170000,43330000,5707400,1545100,3925200,0,5856000,2994700
"Q6DKI1;Q6DKI1-2","RPL7L1",0,9728500,0,44160000,73811000,112010000,0,4672500,1839300,17538000,208790000,60649000
"Q6DKJ4;Q6DKJ4-3;Q6DKJ4-2","NXN",10241000,4423600,4349900,42795000,11395000,158210000,3839000,2639300,0,22150000,9844400,6757000
"Q6DKK2","TTC19",187640000,123970000,123630000,46501000,15286000,22184000,82614000,29422000,29207000,0,0,0
"Q6EMK4","VASN",0,0,0,0,0,0,0,0,0,0,0,0
"Q6FI81;Q6FI81-3;Q6FI81-2","CIAPIN1",1810200,0,0,16079000,8216000,34531000,3887300,5044700,3105800,28629000,16340000,23146000
"Q6FIF0-2;Q6FIF0","ZFAND6",0,0,0,0,0,0,0,0,0,0,0,0
"Q6GMV2","SMYD5",0,0,0,9756600,0,0,0,17253000,0,11345000,0,0
"Q6GMV3","PTRHD1",93792000,59692000,58929000,50166000,55702000,116010000,103200000,80958000,80391000,82918000,56729000,53372000
"Q6GQQ9-2;Q6GQQ9","OTUD7B",0,0,0,5154100,0,8365100,0,0,0,0,0,0
"Q6I9Y2","THOC7",0,12135000,6361800,44005000,23243000,14461000,0,6453100,4329900,47428000,28839000,46335000
"Q6IA69-2;Q6IA69","NADSYN1",0,0,0,0,0,0,0,0,0,0,0,0
"Q6IA86-7;Q6IA86-3;Q6IA86;Q6IA86-6;Q6IA86-4;Q6IA86-2;Q6IA86-5","ELP2",0,0,0,6756400,4787700,0,0,0,0,17650000,5443700,5646000
"Q6IAA8","LAMTOR1",178280000,146010000,171420000,106440000,120600000,57342000,169960000,157390000,183310000,95222000,85275000,72553000
"Q6IAN0","DHRS7B",67847000,58752000,57542000,30661000,48853000,46063000,102070000,69812000,92428000,28817000,68577000,37175000
"Q6IBS0","TWF2",0,0,0,14170000,10374000,68394000,0,0,0,12067000,11208000,10246000
"Q6IBW4;Q6IBW4-4;Q6IBW4-2;Q6IBW4-5","NCAPH2",0,0,0,6560900,0,30762000,0,0,0,5681600,0,0
"Q6IEE7","TMEM132E",0,0,0,0,0,0,0,0,0,0,0,0
"Q6IN84;Q6IN84-2","MRM1",40218000,13596000,14349000,4723600,9288200,13481000,23554000,18636000,21236000,0,9397000,6837500
"Q6IN85-2;Q6IN85;Q6IN85-5;Q6IN85-4","SMEK1",22265000,0,31932000,17259000,11094000,78961000,15298000,0,0,15286000,13512000,7880600
"Q6IQ22","RAB12",6678000,15352000,12372000,9698500,10188000,10796000,18193000,18523000,26650000,17078000,27526000,18866000
"Q6IQ23-2;Q6IQ23;Q6IQ23-3","PLEKHA7",0,31237000,20236000,17684000,11095000,19300000,20064000,23568000,22346000,0,0,0
"Q6IQ32","ADNP2",0,0,0,0,0,0,0,0,0,0,0,0
"Q6IQ49-3;Q6IQ49-2;Q6IQ49","SDE2",0,0,0,0,8845400,12119000,0,0,0,0,0,0
"Q6JQN1;Q6JQN1-2;Q6JQN1-5;Q6JQN1-4","ACAD10",499260000,252620000,382650000,47962000,57255000,29526000,156410000,208090000,128780000,52418000,61701000,55664000
"Q6KC79;Q6KC79-2;Q6KC79-3","NIPBL",0,13805000,3931500,34567000,33536000,35264000,0,0,0,8904100,40663000,17859000
"Q6KCM7;Q6KCM7-4;Q6KCM7-5;Q6KCM7-2;Q6KCM7-3;Q6KCM7-6;Q9BV35-4;Q9BV35-2;Q9BV35;Q9BV35-3","SLC25A25",15951000,10739000,16295000,0,0,0,21581000,14596000,15272000,0,0,0
"Q6L8Q7-2;Q6L8Q7","PDE12",78489000,62597000,81442000,52020000,43983000,57193000,84475000,71813000,63731000,57613000,42206000,59472000
"Q6N063;Q6N063-3","OGFOD2",0,0,0,0,0,0,0,0,0,0,0,0
"Q6N069","NAA16",0,0,0,0,0,0,0,0,0,0,0,0
"Q6NSI4;Q6NSI4-4;Q6NSI4-3;Q6NSI4-2","CXorf57",0,8969900,0,29445000,21613000,17533000,0,8178000,0,15183000,23477000,19843000
"Q6NSJ5","LRRC8E",19800000,41826000,25724000,19569000,28091000,12094000,10279000,24968000,14708000,4416500,12894000,5612100
"Q6NT16","SLC18B1",0,0,0,0,0,0,0,0,0,0,0,0
"Q6NT76-4;Q6NT76-2;Q6NT76-3;Q6NT76;Q6NT76-5","HMBOX1",0,0,0,0,0,0,0,0,0,0,0,0
"Q6NTF9;Q6NTF9-2","RHBDD2",0,0,0,0,0,0,0,0,0,0,0,0
"Q6NUJ5","PWWP2B",0,0,0,0,0,0,0,0,0,0,0,0
"Q6NUK1-2;Q6NUK1","SLC25A24",304330000,207930000,244000000,119420000,171660000,45225000,182550000,133530000,124530000,51854000,80936000,63419000
"Q6NUK4;Q6NUK4-2","REEP3",0,0,0,0,0,0,0,0,0,0,0,0
"Q6NUM9;Q6NUM9-2","RETSAT",29393000,0,0,0,0,0,33690000,32058000,31484000,0,26124000,0
"Q75MW2-2;Q75MW2;Q6ZMS7-1;Q9UDV7-2;Q9UDV6;Q6ZMS7;Q8TD17;Q6NUN9;Q6NUN9-2;Q9UDV7","ZNF767P;ZNF783;ZNF282;ZNF212;ZNF398;ZNF746",0,0,0,0,0,0,0,0,0,0,0,0
"Q6NUQ1","RINT1",0,0,0,14057000,17017000,0,17927000,16969000,19127000,15134000,15580000,11923000
"Q6NUQ4;Q6NUQ4-2","TMEM214",53881000,38685000,38373000,37694000,40849000,15866000,64093000,60664000,61328000,21459000,68124000,45782000
"Q6NUS6-3;Q6NUS6-2;Q6NUS6","TCTN3",14187000,10606000,9360700,6491000,8818000,0,10985000,12872000,12072000,0,6499900,4107700
"Q6NVY1;Q6NVY1-2","HIBCH",187440000,120980000,159560000,93595000,103890000,55430000,189780000,128930000,110350000,103840000,67327000,89043000
"Q6NXE6-2;Q6NXE6","ARMC6",0,0,20900000,36005000,29011000,138830000,15039000,0,0,18624000,16656000,21497000
"Q6NYC1-2;Q6NYC1;Q6NYC1-3","JMJD6",0,0,0,5749800,4804000,24052000,0,0,0,10031000,3906800,4218300
"Q6NYC8;Q6NYC8-3;Q6NYC8-2;Q6NYC8-4","PPP1R18",0,0,0,13028000,0,8686500,0,0,0,11552000,0,0
"Q6NZ67;Q6P582","MZT2B;MZT2A",0,0,0,0,0,17461000,0,0,0,0,5619700,0
"Q6NZI2;Q6NZI2-2;Q6NZI2-3","PTRF",29298000,62400000,41611000,19023000,13492000,21554000,20096000,58217000,39822000,9262900,6304500,0
"Q6NZY4;Q6NZY4-2","ZCCHC8",0,0,0,17866000,17933000,48856000,0,0,0,25701000,11346000,15794000
"Q6P087;Q6P087-2;Q6P087-3","RPUSD3",57846000,42075000,53419000,8507600,20997000,9339200,52359000,46714000,41202000,5274600,18393000,15394000
"Q6P158;Q6P158-2;Q6P158-3","DHX57",0,8671000,8843000,6808200,8007400,36874000,7922000,15771000,9046200,9625300,11667000,0
"Q6P161","MRPL54",70551000,37434000,63728000,78106000,80839000,20739000,44744000,42803000,44955000,59662000,78103000,63589000
"Q6P179-3;Q6P179;Q6P179-4;Q6P179-2","ERAP2",35930000,26267000,27932000,14199000,11760000,24896000,15424000,11811000,16917000,5238000,6092400,5854200
"Q6P1J9","CDC73",0,4300700,0,19485000,29075000,128270000,0,10095000,5761600,17683000,48960000,20685000
"Q6P1K2;Q6P1K2-2;Q6P1K2-3;Q6P1K2-6;Q6P1K2-5;Q6P1K2-4","PMF1",0,0,0,0,0,0,0,0,0,0,0,0
"Q6P1L5","FAM117B",0,0,0,0,0,0,0,0,0,0,0,0
"Q6P1L8","MRPL14",259370000,211910000,277940000,51709000,78617000,18770000,222000000,191130000,174790000,40902000,62847000,55055000
"Q6P1M0;Q6P1M0-2","SLC27A4",9124200,18117000,17493000,16990000,25055000,7252700,26597000,28199000,41130000,13315000,38144000,22759000
"Q6P1M3;Q6P1M3-2;Q6P1M3-3","LLGL2",32214000,46636000,33380000,6867900,11961000,16464000,16180000,66092000,44220000,9937200,6792000,4971800
"Q6P1N0;Q6P1N0-2","CC2D1A",6727100,12035000,11358000,19861000,16889000,64197000,6950800,8677500,8819700,16800000,12909000,9363000
"Q6P1N9;Q6P1N9-2","TATDN1",19304000,12292000,21775000,15437000,10511000,43212000,7957900,10258000,9026000,8744600,4324000,4451000
"Q6P1Q0-4;Q6P1Q0-2;Q6P1Q0;Q6P1Q0-7;Q6P1Q0-5","LETMD1",17886000,17430000,16040000,9847600,19215000,9200800,14873000,11672000,0,0,10760000,10406000
"Q6P1Q9-2;Q6P1Q9","METTL2B",0,25716000,0,0,22337000,0,0,24744000,26622000,14778000,23963000,0
"Q6P1R4","DUS1L",0,0,0,0,0,15222000,0,0,0,7398600,0,0
"Q6P1S2-2;Q6P1S2","C3orf33",0,0,0,0,0,0,0,0,0,0,0,0
"Q6P1X5","TAF2",0,0,0,0,0,0,0,0,0,0,0,0
"Q6P1X6;Q6P1X6-2","C8orf82",62619000,52943000,103990000,13989000,24075000,23719000,97546000,58405000,85685000,19224000,13497000,14900000
"Q6P2E9;Q6P2E9-2","EDC4",19000000,21925000,25095000,43273000,38032000,124990000,16583000,17028000,38962000,55272000,27782000,30547000
"Q6P2I3","FAHD2B",0,0,0,0,0,0,0,0,0,0,0,0
"Q6P2P2-2;Q6P2P2","PRMT9",0,0,0,0,0,0,0,0,0,0,0,0
"Q6P2Q9","PRPF8",14573000,76433000,39245000,262090000,217540000,299620000,19114000,51622000,40224000,190450000,409600000,258220000
"Q6P3W7","SCYL2",0,11595000,0,7289100,0,0,0,0,11345000,9928100,0,14751000
"Q6P3X3","TTC27",0,0,0,0,0,10707000,0,0,0,0,7494400,0
"Q6P444","MTFR2",0,0,0,0,0,0,0,0,0,0,0,0
"Q6P4A7;Q6P4A7-2;Q6P4A7-3","SFXN4",99416000,91722000,88307000,47001000,84442000,32270000,106580000,54639000,62495000,27824000,45444000,34227000
"Q6P4F2;Q6P4F2-2","FDX1L",75260000,72096000,80792000,6351500,5437900,0,48972000,42688000,52553000,8403700,0,5160800
"Q6P4H8-2;Q6P4H8","FAM173B",0,0,0,0,0,0,0,0,0,0,0,0
"Q6P4I2","WDR73",0,0,0,3711600,0,9020700,0,0,0,6137700,0,0
"Q6P4Q7-2;Q6P4Q7","CNNM4",7348400,17539000,0,5539800,6862100,0,0,12889000,13091000,0,5207500,0
"Q6P587;Q6P587-2;Q6P587-3","FAHD1",340300000,243040000,332690000,134600000,145860000,85936000,469660000,391120000,322000000,133470000,139060000,135750000
"Q6P597-2;Q6P597;Q6P597-3","KLC3",0,0,0,0,0,28432000,0,0,0,0,0,0
"Q6P5Z2","PKN3",0,7762600,11141000,0,0,9796500,0,6513200,9014400,0,0,0
"Q6P6C2;Q6P6C2-3;Q6P6C2-1","ALKBH5",0,10201000,5994100,11132000,9821200,35023000,0,0,5613900,15224000,15489000,11529000
"Q6P996-3;Q6P996-4;Q6P996-5;Q6P996;Q6P474;Q6P996-2","PDXDC1",0,0,0,5854400,4828400,22839000,5843400,6037900,0,15703000,5756500,6395300
"Q6P9B6","TLDC1",36465000,20547000,42949000,20932000,34648000,25524000,53609000,20985000,33247000,23539000,28394000,25726000
"Q6P9B9","INTS5",0,0,0,0,0,17641000,0,0,0,0,0,0
"Q6PCB7-2;Q6PCB7","SLC27A1",0,0,0,0,0,0,0,0,0,0,0,0
"Q6PCB8-2;Q6PCB8","EMB",20468000,18480000,19412000,9779700,0,0,21340000,29439000,27196000,0,0,0
"Q6PCE3","PGM2L1",0,0,0,0,0,27522000,0,0,0,0,0,0
"Q6PD62","CTR9",0,8577400,0,22317000,19288000,46480000,0,3192500,0,17713000,33231000,21284000
"Q6PD74;Q6PD74-2","AAGAB",0,0,0,8928300,0,13670000,0,0,0,0,0,0
"Q6PGP7","TTC37",14970000,21773000,20307000,21085000,18593000,58336000,9109700,20349000,19074000,23001000,15875000,15078000
"Q6PHR2-3;Q6PHR2;Q6PHR2-4;Q6PHR2-2","ULK3",17994000,8617400,8342300,3752900,0,38325000,12353000,8514100,7936500,0,0,0
"Q6PI26-2;Q6PI26","SHQ1",0,0,0,0,0,0,0,0,0,0,0,0
"Q6PI48","DARS2",699640000,518160000,623000000,225970000,284690000,177290000,628520000,527110000,536000000,276840000,239410000,251140000
"Q6PI78","TMEM65",94199000,73643000,81934000,56895000,83720000,34188000,80355000,53596000,54255000,26264000,50693000,39487000
"Q6PID6","TTC33",0,0,0,0,0,0,0,0,0,0,0,0
"Q6PIU2-2;Q6PIU2;Q6PIU2-3","NCEH1",35595000,31151000,25367000,18949000,27934000,7625800,17831000,17720000,15303000,6609900,16009000,8067800
"Q6PIY7-2;Q6PIY7","PAPD4",0,0,0,0,0,0,0,0,0,0,0,0
"Q6PJG6;Q6PJG6-3;Q6PJG6-2","BRAT1",19719000,0,0,10883000,10476000,35549000,0,0,0,13267000,9703500,11512000
"Q6PJT7;Q6PJT7-5;Q6PJT7-9;Q6PJT7-2;Q6PJT7-10;Q6PJT7-3;Q6PJT7-8","ZC3H14",0,0,0,32719000,24863000,27086000,0,0,0,25837000,60901000,35389000
"Q6PJT7-4","ZC3H14",0,0,0,0,0,0,0,0,0,0,0,0
"Q6PK04","CCDC137",0,0,0,12566000,14362000,21948000,0,0,0,9124300,21729000,15265000
"Q6PK18;Q6PK18-2","OGFOD3",38933000,22370000,47116000,22424000,41488000,12283000,14272000,12539000,12705000,0,9937800,14638000
"Q6PKG0;Q6PKG0-3","LARP1",5487500,10438000,5661200,39086000,36695000,133950000,5551300,13294000,12473000,37439000,31234000,25786000
"Q6PL18;Q6PL18-2","ATAD2",0,14949000,0,64251000,57138000,70885000,0,3447200,0,12929000,75260000,53816000
"Q6PML9","SLC30A9",243800000,170280000,122500000,48432000,51747000,22637000,114000000,44556000,71131000,10193000,52714000,72016000
"Q6QNY0","BLOC1S3",0,0,0,0,0,0,0,0,0,0,0,0
"Q6QNY1","BLOC1S2",0,0,0,9648900,0,0,0,0,0,11578000,0,0
"Q6RFH5;Q6RFH5-2","WDR74",0,0,0,26048000,19197000,23223000,0,0,0,14437000,46952000,39401000
"Q6RW13-2;Q6RW13","AGTRAP",0,0,0,0,0,0,0,0,0,0,0,0
"Q6SJ93-2;Q6SJ93","FAM111B",0,10927000,9777000,19039000,19768000,17031000,0,0,6402700,0,9352300,0
"Q6SPF0","SAMD1",0,0,0,0,0,0,0,0,0,0,0,0
"Q6SZW1;Q6SZW1-2","SARM1",92572000,81103000,57194000,39586000,67974000,76096000,66702000,45038000,57887000,29615000,26947000,23183000
"Q6UB28","METAP1D",26608000,12716000,17959000,8151900,10223000,0,21996000,0,15425000,9603600,6562000,11006000
"Q6UB35;Q6UB35-2","MTHFD1L",611540000,442150000,580760000,190620000,252320000,155890000,689660000,561150000,537180000,247000000,228400000,279190000
"Q6UN15-3;Q6UN15-5;Q6UN15;Q6UN15-4","FIP1L1",8304100,16622000,0,47811000,75919000,67985000,0,0,0,42123000,40773000,38749000
"Q6UUV9-3;Q6UUV9;Q6UUV9-2","CRTC1",0,0,0,0,0,13167000,0,0,0,0,0,0
"Q6UVJ0","SASS6",0,0,0,0,0,0,0,0,0,0,0,0
"Q6UVY6;Q6UVY6-2","MOXD1",57099000,75971000,43585000,30821000,43256000,30701000,11356000,21588000,21150000,7953300,10953000,6089700
"Q6UW02;Q6UW02-2","CYP20A1",32506000,23816000,28914000,0,0,0,51094000,51978000,68124000,0,0,0
"Q6UW56-2;Q6UW56;Q6UW56-3","ATRAID",0,0,0,0,0,0,0,0,0,0,0,0
"Q6UW63","KDELC1",48595000,37835000,46662000,14500000,17312000,24464000,44756000,42133000,53841000,10327000,15013000,10263000
"Q6UW68","TMEM205",91601000,100090000,91852000,61003000,109770000,75127000,162860000,149840000,179590000,70461000,196580000,138480000
"Q6UW78","UQCC3",26739000,9818800,24083000,0,20954000,0,43766000,30803000,18132000,14741000,0,0
"Q6UWE0;Q6UWE0-2;Q6UWE0-3","LRSAM1",0,0,0,0,0,0,0,0,0,0,0,0
"Q6UWI4","SHISA2",0,0,0,0,0,0,0,0,0,0,0,0
"Q6UWP2;Q6UWP2-3;Q6UWP2-2","DHRS11",0,0,0,0,0,30747000,0,0,0,6460200,0,0
"Q6UWP7;Q6UWP7-3;Q6UWP7-2","LCLAT1",32984000,45074000,35600000,44330000,51383000,21443000,82244000,57220000,73350000,27432000,77694000,53740000
"Q6UWS5","PET117",32970000,21264000,28409000,0,0,0,0,25393000,22460000,0,0,0
"Q6UWU4-3;Q6UWU4;Q6UWU4-2","C6orf89",11869000,5211200,0,0,0,0,0,0,0,0,0,0
"Q6UWW8-2;Q6UWW8","CES3",0,0,9345700,0,0,0,0,0,0,0,0,0
"Q6UX04;Q6UX04-2","CWC27",0,0,12138000,29189000,17213000,63755000,0,0,8067100,49117000,33639000,24074000
"Q6UX07;Q6UX07-3;Q6UX07-2","DHRS13",8971200,10436000,8705500,0,0,0,12803000,0,8669400,0,12785000,0
"Q6UXH1-4;Q6UXH1;Q6UXH1-6;Q6UXH1-5;Q6UXH1-3;Q6UXH1-2","CRELD2",92789000,34227000,72377000,36300000,22421000,63661000,61819000,54205000,61376000,40815000,15709000,17403000
"Q6UXN9","WDR82",11576000,26132000,8960500,22659000,16845000,47203000,13916000,10013000,5293700,21471000,21007000,17350000
"Q6UXV4","APOOL",73804000,54390000,66788000,27815000,38537000,13192000,77100000,56799000,59958000,20836000,28922000,22754000
"Q6VMQ6-2;Q6VMQ6-5;Q6VMQ6;Q6VMQ6-4","ATF7IP",0,0,0,0,5526900,12026000,0,0,0,7604300,0,0
"Q6WCQ1-3;Q6WCQ1;Q6WCQ1-2","MPRIP",21103000,49464000,45891000,27090000,23793000,36148000,17883000,63265000,42425000,23962000,26773000,20529000
"Q6WKZ4;Q6WKZ4-3;Q6WKZ4-1;Q6WKZ4-2;Q6WKZ4-5;Q7L804;Q7L804-2","RAB11FIP1",65715000,38149000,27964000,49107000,52584000,38331000,33716000,70051000,52582000,43282000,44738000,49820000
"Q6XQN6;Q6XQN6-3;Q6XQN6-2","NAPRT",0,0,0,13121000,7666700,36752000,0,0,0,8198100,0,7441600
"Q6XZF7;Q6XZF7-2","DNMBP",0,0,0,0,0,0,0,0,0,0,0,0
"Q6Y288","B3GALTL",50685000,35369000,31252000,18802000,23112000,16516000,37105000,44702000,44560000,15882000,20131000,15746000
"Q6Y7W6-4;Q6Y7W6-5;Q6Y7W6;Q6Y7W6-3","GIGYF2",6072100,10466000,8050300,15864000,17572000,67674000,5486800,18592000,14540000,26962000,13786000,12058000
"Q6YHK3-4;Q6YHK3;Q6YHK3-2;Q6YHK3-3","CD109",102960000,69628000,54600000,65870000,72651000,52105000,20943000,31007000,24115000,13603000,14100000,10228000
"Q6YHU6-3;Q6YHU6;Q6YHU6-2;Q6YHU6-6;Q6YHU6-5;Q6YHU6-4","THADA",0,0,0,0,0,17761000,0,0,0,0,0,0
"Q6YN16;Q6YN16-2","HSDL2",633720000,330030000,455980000,160770000,187740000,96577000,434710000,311340000,314190000,120130000,114740000,129940000
"Q6YP21;Q6YP21-3;Q6YP21-2","CCBL2",95151000,66427000,85001000,45677000,55143000,46731000,64994000,58887000,55296000,41375000,33017000,35493000
"Q6ZMG9;Q6ZMG9-2","CERS6",8589400,9606500,10001000,23539000,16514000,0,22409000,10076000,13799000,12840000,41862000,28768000
"Q6ZMI0;Q6ZMI0-3;Q6ZMI0-5;Q6ZMI0-2;Q6ZMI0-4","PPP1R21",0,0,0,0,0,0,0,0,0,0,0,0
"Q6ZN17;Q6ZN17-2","LIN28B",0,0,0,11658000,10466000,15726000,0,4770300,6089600,29409000,41785000,48144000
